id_partido,fecha_partido,equipo_local,equipo_visitante,goles_local,goles_visitante
1710032,2015-04-25 00:00:00,9847,8639,6,1
1710033,2015-04-26 00:00:00,9837,9748,2,4
1710034,2015-04-25 00:00:00,9851,9831,2,1
1710035,2015-04-26 00:00:00,9853,10249,1,0
1710036,2015-04-25 00:00:00,9941,9830,1,1
1710037,2015-05-02 00:00:00,7794,9853,1,0
1710038,2015-05-02 00:00:00,9747,9837,2,0
1710039,2015-05-03 00:00:00,8639,8588,3,1
1710040,2015-05-02 00:00:00,8689,9827,0,0
1710041,2015-05-02 00:00:00,9748,4087,2,0
1710042,2015-05-01 00:00:00,8550,8592,0,2
1710043,2015-05-03 00:00:00,9829,9941,4,1
1710044,2015-05-02 00:00:00,10249,9851,0,0
1710045,2015-05-03 00:00:00,9830,9847,0,2
1710046,2015-05-02 00:00:00,9831,7819,1,1
1710047,2015-05-09 00:00:00,9827,9830,2,1
1710048,2015-05-09 00:00:00,7819,9748,3,0
1710049,2015-05-09 00:00:00,4087,9837,2,3
1710050,2015-05-10 00:00:00,8588,10249,0,1
1710051,2015-05-10 00:00:00,8592,9829,2,1
1710052,2015-05-09 00:00:00,8550,8689,0,4
1710053,2015-05-08 00:00:00,9847,9747,6,0
1710054,2015-05-09 00:00:00,9851,7794,0,1
1710055,2015-05-10 00:00:00,9853,9831,5,0
1710056,2015-05-09 00:00:00,9941,8639,3,2
1710057,2015-05-16 00:00:00,7794,7819,1,1
1710058,2015-05-16 00:00:00,4087,9853,1,2
1710059,2015-05-16 00:00:00,9747,9941,2,1
1710060,2015-05-16 00:00:00,8639,8592,0,4
1710061,2015-05-16 00:00:00,9748,9827,1,1
1710062,2015-05-16 00:00:00,9829,8550,2,0
1710063,2015-05-16 00:00:00,10249,9847,1,2
1710064,2015-05-16 00:00:00,9830,8689,1,1
1710065,2015-05-16 00:00:00,9831,8588,2,1
1710066,2015-05-16 00:00:00,9837,9851,1,0
1710067,2015-05-23 00:00:00,9827,10249,2,1
1710068,2015-05-23 00:00:00,7819,4087,3,2
1710069,2015-05-23 00:00:00,8588,9830,1,0
1710070,2015-05-23 00:00:00,8689,9829,0,1
1710071,2015-05-23 00:00:00,8592,7794,3,0
1710072,2015-05-23 00:00:00,8550,8639,1,4
1710073,2015-05-23 00:00:00,9847,9837,3,2
1710074,2015-05-23 00:00:00,9851,9748,0,1
1710075,2015-05-23 00:00:00,9853,9747,2,1
1710076,2015-05-23 00:00:00,9941,9831,2,3
1709727,2014-08-31 00:00:00,9827,7794,1,1
1709728,2014-08-30 00:00:00,7819,9851,0,1
1709729,2014-08-30 00:00:00,8588,9837,4,2
1709730,2014-08-30 00:00:00,8689,9747,4,0
1709731,2014-08-29 00:00:00,8592,9831,4,0
1709732,2014-08-31 00:00:00,8550,9748,2,1
1709733,2014-08-30 00:00:00,9829,8639,1,1
1709734,2014-08-30 00:00:00,9830,10249,1,0
1709735,2014-08-30 00:00:00,9941,4087,1,0
1709736,2014-08-31 00:00:00,9847,9853,5,0
1709737,2014-09-13 00:00:00,7794,8588,1,1
1709738,2014-09-14 00:00:00,4087,8592,1,3
1709739,2014-09-14 00:00:00,9747,9827,2,1
1709740,2014-09-14 00:00:00,8639,9830,2,0
1709741,2014-09-12 00:00:00,9748,9829,2,1
1709742,2014-09-13 00:00:00,10249,8689,1,0
1709743,2014-09-13 00:00:00,9831,8550,1,0
1709744,2014-09-13 00:00:00,9837,9941,2,0
1709745,2014-09-13 00:00:00,9851,9847,1,1
1709746,2014-09-13 00:00:00,9853,7819,1,0
1709747,2014-09-19 00:00:00,9827,4087,2,1
1709748,2014-09-21 00:00:00,8588,9853,0,1
1709749,2014-09-21 00:00:00,8639,10249,0,0
1709750,2014-09-20 00:00:00,8689,9837,0,1
1709751,2014-09-20 00:00:00,8592,9851,3,0
1709752,2014-09-20 00:00:00,8550,7794,3,1
1709753,2014-09-21 00:00:00,9829,9747,1,0
1709754,2014-09-20 00:00:00,9830,9831,2,1
1709755,2014-09-20 00:00:00,9941,7819,3,3
1709756,2014-09-21 00:00:00,9847,9748,1,1
1709757,2014-09-24 00:00:00,7794,9830,0,0
1709758,2014-09-24 00:00:00,7819,9847,0,2
1709759,2014-09-24 00:00:00,4087,8588,2,1
1709760,2014-09-24 00:00:00,9747,8550,0,1
1709761,2014-09-24 00:00:00,9748,8689,4,0
1709762,2014-09-24 00:00:00,10249,9829,0,1
1709763,2014-09-24 00:00:00,9831,8639,1,0
1709764,2014-09-23 00:00:00,9837,8592,0,5
1709765,2014-09-23 00:00:00,9851,9941,0,3
1709766,2014-09-25 00:00:00,9853,9827,1,1
1709767,2014-09-28 00:00:00,9827,9851,2,1
1709768,2014-09-28 00:00:00,8588,7819,0,0
1709769,2014-09-27 00:00:00,8639,7794,1,0
1709770,2014-09-27 00:00:00,8689,4087,0,2
1709771,2014-09-28 00:00:00,8592,9853,2,1
1709772,2014-09-27 00:00:00,8550,9837,3,0
1709773,2014-09-27 00:00:00,9829,9831,0,1
1709774,2014-09-27 00:00:00,10249,9747,2,1
1709775,2014-09-28 00:00:00,9830,9748,1,1
1709776,2014-09-27 00:00:00,9941,9847,1,1
1709777,2014-10-04 00:00:00,7794,8689,0,2
1709778,2014-10-04 00:00:00,7819,8592,1,2
1709779,2014-10-04 00:00:00,4087,8550,3,0
1709780,2014-10-05 00:00:00,9747,9830,0,1
1709781,2014-10-05 00:00:00,9748,8639,3,0
1709782,2014-10-04 00:00:00,9831,10249,1,1
1709783,2014-10-03 00:00:00,9837,9827,1,0
1709784,2014-10-04 00:00:00,9851,8588,2,0
1709785,2014-10-05 00:00:00,9853,9941,0,1
1709786,2014-10-05 00:00:00,9847,9829,1,1
1989778,2015-08-08 00:00:00,7794,9851,2,1
1989779,2015-08-09 00:00:00,9827,9837,1,2
1989781,2015-08-07 00:00:00,8639,9847,0,1
1989782,2015-08-09 00:00:00,9748,8689,0,0
1989783,2015-08-08 00:00:00,8592,7819,0,1
1989784,2015-08-08 00:00:00,10249,8121,0,2
1989785,2015-08-08 00:00:00,9830,9747,1,0
1989786,2015-08-08 00:00:00,9831,9829,1,2
1989787,2015-08-09 00:00:00,9941,9853,2,1
1990132,2015-08-08 00:00:00,10242,6391,0,0
1989868,2015-10-17 00:00:00,7794,9847,0,2
1989869,2015-10-18 00:00:00,9827,10249,0,0
1989870,2015-10-17 00:00:00,9747,8639,1,1
1989871,2015-10-18 00:00:00,8592,8689,1,1
1989872,2015-10-16 00:00:00,9829,9748,1,1
1989873,2015-10-17 00:00:00,9830,10242,3,0
1989874,2015-10-17 00:00:00,9837,7819,0,1
1989875,2015-10-18 00:00:00,9851,9831,1,4
1989876,2015-10-17 00:00:00,9853,6391,2,0
1989877,2015-10-17 00:00:00,9941,8121,1,2
1989878,2015-10-24 00:00:00,8121,9747,0,0
1989879,2015-10-25 00:00:00,9827,10242,1,0
1989880,2015-10-23 00:00:00,7819,9830,0,2
1989881,2015-10-24 00:00:00,6391,9831,3,1
1989882,2015-10-25 00:00:00,8639,8592,1,2
1989883,2015-10-24 00:00:00,8689,9851,1,1
1989884,2015-10-23 00:00:00,9748,9941,3,0
1989885,2015-10-24 00:00:00,10249,7794,2,0
1989886,2015-10-25 00:00:00,9847,9853,4,1
1989887,2015-10-25 00:00:00,9837,9829,0,1
1989888,2015-10-31 00:00:00,7794,7819,1,0
1989889,2015-10-31 00:00:00,6391,9827,2,0
1989890,2015-10-31 00:00:00,9747,8689,2,2
1989891,2015-11-01 00:00:00,9829,8121,1,0
1989892,2015-11-01 00:00:00,9830,8592,0,1
1989893,2015-11-01 00:00:00,9831,8639,0,0
1989894,2015-10-30 00:00:00,9851,9847,0,1
1989895,2015-10-31 00:00:00,9853,9837,3,0
1989896,2015-10-31 00:00:00,9941,10249,1,1
1989897,2015-10-31 00:00:00,10242,9748,0,1
1989898,2015-11-06 00:00:00,8121,9851,0,2
1989899,2015-11-08 00:00:00,9827,9829,3,1
1989900,2015-11-07 00:00:00,7819,9747,2,1
1989901,2015-11-07 00:00:00,8639,7794,1,1
1989902,2015-11-07 00:00:00,8689,10242,4,1
1989903,2015-11-08 00:00:00,9748,9853,3,0
1989904,2015-11-08 00:00:00,8592,9831,0,1
1989905,2015-11-07 00:00:00,10249,9830,2,1
1989906,2015-11-07 00:00:00,9847,9941,5,0
1989907,2015-11-07 00:00:00,9837,6391,1,2
1989908,2015-11-22 00:00:00,7794,6391,1,2
1989909,2015-11-22 00:00:00,7819,8121,0,0
1989910,2015-11-21 00:00:00,9747,9941,2,0
1989911,2015-11-21 00:00:00,8689,9847,1,2
1989912,2015-11-21 00:00:00,9829,9830,1,0
1989913,2015-11-21 00:00:00,10249,9837,3,1
1989914,2015-11-20 00:00:00,9831,9748,3,0
1989915,2015-11-22 00:00:00,9851,9827,2,2
1989916,2015-11-22 00:00:00,9853,8592,0,2
1989917,2015-11-21 00:00:00,10242,8639,1,1
1989918,2015-11-28 00:00:00,8121,8639,2,0
1989919,2015-11-29 00:00:00,9827,7819,1,4
1989920,2015-11-28 00:00:00,6391,8689,1,1
1989921,2015-11-27 00:00:00,9748,10249,2,4
1989922,2015-11-29 00:00:00,8592,9829,3,3
1989923,2015-11-28 00:00:00,9830,7794,0,0
1989924,2015-11-28 00:00:00,9847,10242,4,1
1989925,2015-11-28 00:00:00,9837,9851,2,2
1989926,2015-11-29 00:00:00,9853,9747,3,0
1989927,2015-11-28 00:00:00,9941,9831,2,0
1989928,2015-12-01 00:00:00,8121,9847,0,0
1989929,2015-12-02 00:00:00,7794,9827,1,0
1989930,2015-12-02 00:00:00,9747,9837,1,2
1989931,2015-12-02 00:00:00,8639,9853,1,0
1989932,2015-12-01 00:00:00,8689,9831,0,0
1989933,2015-12-02 00:00:00,9829,7819,1,1
1989934,2015-12-02 00:00:00,10249,6391,0,2
1989935,2015-12-01 00:00:00,9830,9748,0,0
1989936,2015-12-03 00:00:00,9851,8592,0,1
1989937,2015-12-02 00:00:00,10242,9941,0,3
1989938,2015-12-05 00:00:00,7794,9829,1,2
1989939,2015-12-06 00:00:00,9827,9747,1,0
1989940,2015-12-05 00:00:00,7819,8639,1,2
1989941,2015-12-05 00:00:00,6391,9830,1,1
1989942,2015-12-05 00:00:00,9748,8121,0,2
1989943,2015-12-06 00:00:00,8592,10249,2,2
1989944,2015-12-04 00:00:00,9831,9847,0,3
1989945,2015-12-05 00:00:00,9837,10242,1,1
1989946,2015-12-06 00:00:00,9853,9851,1,1
1989947,2015-12-05 00:00:00,9941,8689,2,3
1989948,2015-12-13 00:00:00,8121,9827,1,1
1989949,2015-12-12 00:00:00,8639,8689,3,0
1989950,2015-12-13 00:00:00,8592,6391,1,1
1989951,2015-12-13 00:00:00,9829,9853,1,0
1989952,2015-12-12 00:00:00,10249,9747,2,1
1989953,2015-12-12 00:00:00,9830,9941,1,1
1989954,2015-12-13 00:00:00,9847,9748,5,1
1989955,2015-12-12 00:00:00,9837,9831,1,1
1989956,2015-12-11 00:00:00,9851,7819,1,1
1989957,2015-12-12 00:00:00,10242,7794,1,1
1989958,2015-12-19 00:00:00,7794,9837,2,0
1989959,2015-12-20 00:00:00,9827,8592,1,1
1989960,2015-12-19 00:00:00,7819,9847,0,3
1989961,2015-12-20 00:00:00,6391,9748,2,1
1989962,2015-12-19 00:00:00,9747,9851,0,2
1989963,2015-12-19 00:00:00,8689,9830,0,0
1989964,2015-12-18 00:00:00,9831,10249,1,0
1989965,2015-12-20 00:00:00,9853,8121,1,0
1989966,2015-12-19 00:00:00,9941,8639,1,1
1989967,2015-12-19 00:00:00,10242,9829,0,0
1989788,2015-08-15 00:00:00,8121,9830,0,0
1989789,2015-08-15 00:00:00,7819,9941,1,0
1989790,2015-08-15 00:00:00,9747,9748,0,1
1989791,2015-08-16 00:00:00,8689,7794,1,1
1989792,2015-08-14 00:00:00,9829,8639,0,0
1989793,2015-08-16 00:00:00,9847,6391,2,0
1989794,2015-08-16 00:00:00,9837,8592,1,0
1989795,2015-08-15 00:00:00,9851,10249,1,0
1989796,2015-08-15 00:00:00,9853,9827,1,1
1989797,2015-08-15 00:00:00,10242,9831,3,3
1989970,2016-01-09 00:00:00,8121,7819,2,0
1989971,2016-01-09 00:00:00,9829,6391,2,2
1989972,2016-01-10 00:00:00,9830,9853,2,1
1989973,2016-01-10 00:00:00,8639,9831,1,1
1989974,2016-01-09 00:00:00,10249,9827,0,1
1989975,2016-01-10 00:00:00,8592,9747,0,0
1989976,2016-01-09 00:00:00,9748,10242,4,1
1989977,2016-01-08 00:00:00,9847,7794,2,0
1989978,2016-01-09 00:00:00,9837,9941,1,3
1989979,2016-01-09 00:00:00,9851,8689,2,2
1989980,2016-01-17 00:00:00,9853,9748,1,0
1989981,2016-01-16 00:00:00,9747,9830,2,2
1989982,2016-01-16 00:00:00,10242,9851,2,4
1989983,2016-01-16 00:00:00,9827,8639,1,0
1989984,2016-01-17 00:00:00,8689,9829,0,2
1989985,2016-01-16 00:00:00,6391,9837,2,2
1989986,2016-01-15 00:00:00,9831,8121,2,1
1989987,2016-01-16 00:00:00,7794,10249,1,0
1989988,2016-01-17 00:00:00,7819,8592,1,3
1989989,2016-01-16 00:00:00,9941,9847,0,1
1989990,2016-01-24 00:00:00,9829,9941,4,0
1989991,2016-01-23 00:00:00,9747,7794,1,0
1989992,2016-01-23 00:00:00,9830,9827,2,2
1989993,2016-01-23 00:00:00,8639,10242,1,3
1989994,2016-01-23 00:00:00,10249,7819,1,2
1989995,2016-01-23 00:00:00,9831,8689,2,1
1989996,2016-01-24 00:00:00,9748,8592,1,1
1989997,2016-01-23 00:00:00,9847,8121,5,1
1989998,2016-01-24 00:00:00,9837,9853,1,1
1989999,2016-01-22 00:00:00,9851,6391,1,0
1990000,2016-01-30 00:00:00,8121,9829,3,0
1990001,2016-01-31 00:00:00,9853,9847,0,2
1990002,2016-01-30 00:00:00,10242,9830,0,1
1990003,2016-01-31 00:00:00,9827,9851,4,0
1990004,2016-01-30 00:00:00,8689,9837,2,0
1990005,2016-01-30 00:00:00,6391,10249,0,4
1990006,2016-01-29 00:00:00,8592,8639,1,1
1990007,2016-01-30 00:00:00,7794,9748,1,0
1990008,2016-01-31 00:00:00,7819,9831,2,0
1990009,2016-01-30 00:00:00,9941,9747,1,2
1990110,2016-02-02 00:00:00,9829,7794,2,0
1990111,2016-02-03 00:00:00,9747,10242,4,0
1990112,2016-02-03 00:00:00,9830,6391,3,1
1990113,2016-02-03 00:00:00,8639,7819,1,0
1990114,2016-02-02 00:00:00,10249,8592,0,1
1990115,2016-02-03 00:00:00,9831,9941,1,0
1990116,2016-02-03 00:00:00,9748,9827,3,0
1990117,2016-02-03 00:00:00,9847,8689,3,1
1990118,2016-02-03 00:00:00,9837,8121,2,1
1990119,2016-02-04 00:00:00,9851,9853,0,1
1990120,2016-02-06 00:00:00,8121,9748,0,3
1990121,2016-02-06 00:00:00,9829,9831,1,0
1990122,2016-02-07 00:00:00,9827,9853,1,4
1990123,2016-02-06 00:00:00,8689,10249,1,1
1990124,2016-02-06 00:00:00,6391,9747,0,0
1990125,2016-02-07 00:00:00,8639,9851,1,1
1990126,2016-02-07 00:00:00,8592,9847,1,2
1990127,2016-02-06 00:00:00,7794,10242,2,0
1990128,2016-02-06 00:00:00,7819,9837,0,2
1990129,2016-02-06 00:00:00,9941,9830,0,0
1989780,2016-02-13 00:00:00,6391,10242,2,3
1990130,2016-02-14 00:00:00,9853,9829,1,1
1990131,2016-02-13 00:00:00,9747,9827,2,4
1990133,2016-02-13 00:00:00,9830,8689,2,1
1990134,2016-02-13 00:00:00,10249,9941,2,0
1990135,2016-02-14 00:00:00,9831,8592,1,1
1990136,2016-02-14 00:00:00,9748,7819,4,1
1990137,2016-02-13 00:00:00,9847,8639,0,0
1990138,2016-02-13 00:00:00,9837,7794,0,1
1990139,2016-02-12 00:00:00,9851,8121,1,0
1990140,2016-02-20 00:00:00,8121,10249,2,3
1990141,2016-02-20 00:00:00,9829,10242,3,1
1990142,2016-02-19 00:00:00,9827,9831,0,0
1990143,2016-02-20 00:00:00,8689,9747,4,3
1990144,2016-02-21 00:00:00,8639,9748,1,0
1990145,2016-02-21 00:00:00,8592,9853,1,1
1990146,2016-02-20 00:00:00,9847,9837,4,1
1990147,2016-03-09 00:00:00,7794,9830,0,0
1990148,2016-02-21 00:00:00,7819,9851,1,0
1990149,2016-02-20 00:00:00,9941,6391,1,1
1990150,2016-02-28 00:00:00,9853,7819,1,2
1990151,2016-02-27 00:00:00,9747,8121,2,2
1990152,2016-02-27 00:00:00,10242,8689,0,1
1990153,2016-02-28 00:00:00,9830,9829,0,0
1990154,2016-03-09 00:00:00,6391,8592,1,1
1990155,2016-02-27 00:00:00,10249,8639,3,0
1990156,2016-02-26 00:00:00,9831,7794,0,2
1990157,2016-02-28 00:00:00,9748,9847,2,1
1990158,2016-02-27 00:00:00,9837,9827,4,1
1990159,2016-02-27 00:00:00,9941,9851,1,2
1990010,2016-03-05 00:00:00,8121,9853,0,0
1990011,2016-03-05 00:00:00,9827,6391,1,1
1990012,2016-03-05 00:00:00,8639,9837,2,0
1990013,2016-03-05 00:00:00,9831,10242,2,1
1990014,2016-03-06 00:00:00,8592,9941,1,1
1990015,2016-03-06 00:00:00,9748,9747,5,1
1990016,2016-03-05 00:00:00,9847,10249,0,0
1990017,2016-03-05 00:00:00,7794,8689,0,0
1990018,2016-03-04 00:00:00,7819,9829,2,2
1990019,2016-03-06 00:00:00,9851,9830,4,1
1989798,2015-08-22 00:00:00,7794,9747,3,0
1989799,2015-08-22 00:00:00,6391,8121,0,2
1989800,2015-08-23 00:00:00,8639,9827,0,0
1989801,2015-08-23 00:00:00,8689,9853,0,1
1989802,2015-08-22 00:00:00,9748,9851,1,2
1989803,2015-08-23 00:00:00,8592,10242,6,0
1989804,2015-08-21 00:00:00,10249,9847,0,1
1989805,2015-08-22 00:00:00,9830,9837,1,0
1989806,2015-08-22 00:00:00,9831,7819,2,1
1989807,2015-08-22 00:00:00,9941,9829,1,1
1990020,2016-03-11 00:00:00,9829,9837,2,2
1990021,2016-03-12 00:00:00,9747,9853,2,0
1990022,2016-03-13 00:00:00,10242,9847,0,9
1990023,2016-03-12 00:00:00,8689,8592,1,1
1990024,2016-03-13 00:00:00,9830,8121,2,0
1990025,2016-03-12 00:00:00,6391,7819,1,0
1990026,2016-03-12 00:00:00,10249,9831,0,2
1990027,2016-03-12 00:00:00,7794,8639,1,2
1990028,2016-03-13 00:00:00,9851,9748,2,2
1990029,2016-03-12 00:00:00,9941,9827,4,0
1990030,2016-03-19 00:00:00,8121,8689,5,1
1990031,2016-03-19 00:00:00,9853,10249,3,0
1990032,2016-03-20 00:00:00,9827,7794,1,1
1990033,2016-03-19 00:00:00,8639,9941,1,0
1990034,2016-03-20 00:00:00,9831,6391,3,0
1990035,2016-03-18 00:00:00,8592,9851,2,5
1990036,2016-03-19 00:00:00,9748,9830,2,0
1990037,2016-03-20 00:00:00,9847,9829,0,2
1990038,2016-03-19 00:00:00,7819,10242,2,1
1990039,2016-03-19 00:00:00,9837,9747,0,1
1990040,2016-04-01 00:00:00,9829,9827,1,2
1990041,2016-04-02 00:00:00,9747,10249,2,2
1990042,2016-04-02 00:00:00,10242,8121,0,1
1990043,2016-04-03 00:00:00,8689,9748,1,3
1990044,2016-04-03 00:00:00,9830,8639,0,3
1990045,2016-04-02 00:00:00,6391,9853,0,2
1990046,2016-04-02 00:00:00,9847,9831,4,1
1990047,2016-04-03 00:00:00,7794,8592,2,1
1990048,2016-04-02 00:00:00,9851,9837,3,1
1990049,2016-04-02 00:00:00,9941,7819,2,0
1990050,2016-04-09 00:00:00,8121,6391,0,0
1990051,2016-04-09 00:00:00,9853,10242,1,0
1990052,2016-04-09 00:00:00,9747,9847,0,2
1990053,2016-04-10 00:00:00,8639,9829,4,1
1990054,2016-04-08 00:00:00,10249,9748,0,2
1990055,2016-04-10 00:00:00,9831,9851,3,0
1990056,2016-04-10 00:00:00,8592,9827,0,0
1990057,2016-04-09 00:00:00,7819,8689,1,2
1990058,2016-04-09 00:00:00,9837,9830,2,1
1990059,2016-04-09 00:00:00,9941,7794,4,0
1990060,2016-04-17 00:00:00,9829,8592,2,1
1990061,2016-04-16 00:00:00,10242,9837,2,1
1990062,2016-04-16 00:00:00,9827,8121,1,3
1990063,2016-04-16 00:00:00,8689,9941,1,1
1990064,2016-04-17 00:00:00,9830,10249,0,2
1990065,2016-04-16 00:00:00,6391,8639,2,4
1990066,2016-04-15 00:00:00,9748,9831,1,1
1990067,2016-04-16 00:00:00,9847,7819,6,0
1990068,2016-04-16 00:00:00,7794,9853,0,1
1990069,2016-04-17 00:00:00,9851,9747,0,3
1990070,2016-04-24 00:00:00,9853,8689,2,0
1990071,2016-04-24 00:00:00,9747,7819,1,1
1990072,2016-05-11 00:00:00,9827,9847,1,1
1990073,2016-04-24 00:00:00,6391,7794,3,2
1990074,2016-04-27 00:00:00,8639,8121,0,0
1990075,2016-04-24 00:00:00,10249,10242,4,1
1990076,2016-04-22 00:00:00,9831,9837,2,0
1990077,2016-04-24 00:00:00,8592,9830,1,1
1990078,2016-04-24 00:00:00,9851,9829,1,1
1990079,2016-04-23 00:00:00,9941,9748,2,3
1990080,2016-05-01 00:00:00,8121,8592,0,1
1990081,2016-04-30 00:00:00,9829,9747,3,2
1990082,2016-04-30 00:00:00,9853,9941,0,0
1990083,2016-04-30 00:00:00,10242,9827,2,4
1990084,2016-04-30 00:00:00,8689,8639,0,1
1990085,2016-04-30 00:00:00,9830,9831,1,0
1990086,2016-04-30 00:00:00,9748,6391,2,1
1990087,2016-04-29 00:00:00,9847,9851,4,0
1990088,2016-04-30 00:00:00,7819,7794,0,0
1990089,2016-04-30 00:00:00,9837,10249,2,3
1990090,2016-05-07 00:00:00,9827,8689,3,0
1990091,2016-05-07 00:00:00,9830,7819,1,2
1990092,2016-05-07 00:00:00,6391,9847,0,4
1990093,2016-05-07 00:00:00,8639,9747,0,0
1990094,2016-05-07 00:00:00,10249,9851,2,0
1990095,2016-05-07 00:00:00,9831,9853,2,0
1990096,2016-05-07 00:00:00,8592,9837,1,0
1990097,2016-05-07 00:00:00,9748,9829,6,1
1990098,2016-05-07 00:00:00,7794,8121,1,0
1990099,2016-05-07 00:00:00,9941,10242,1,0
1990100,2016-05-14 00:00:00,8121,9941,2,3
1990101,2016-05-14 00:00:00,9829,10249,2,0
1990102,2016-05-14 00:00:00,9853,8639,0,1
1990103,2016-05-14 00:00:00,9747,9831,2,3
1990104,2016-05-14 00:00:00,10242,8592,1,1
1990105,2016-05-14 00:00:00,8689,6391,1,0
1990106,2016-05-14 00:00:00,9847,9830,4,0
1990107,2016-05-14 00:00:00,7819,9827,1,0
1990108,2016-05-14 00:00:00,9837,9748,4,1
1990109,2016-05-14 00:00:00,9851,7794,1,2
1989808,2015-08-29 00:00:00,8121,9831,1,1
1989809,2015-08-30 00:00:00,9827,9830,2,0
1989810,2015-08-29 00:00:00,7819,9748,0,4
1989811,2015-08-28 00:00:00,9747,8592,2,0
1989812,2015-08-29 00:00:00,8639,6391,1,0
1989813,2015-08-30 00:00:00,9829,9847,0,3
1989814,2015-08-29 00:00:00,9837,8689,4,1
1989815,2015-08-29 00:00:00,9851,9941,3,1
1989816,2015-08-30 00:00:00,9853,7794,2,1
1989817,2015-08-29 00:00:00,10242,10249,0,0
1989818,2015-09-13 00:00:00,6391,9829,0,1
1989819,2015-09-12 00:00:00,8689,8121,3,1
1989820,2015-09-12 00:00:00,9748,8639,0,0
1989821,2015-09-13 00:00:00,8592,7794,4,1
1989822,2015-09-12 00:00:00,10249,9853,1,2
1989823,2015-09-13 00:00:00,9830,9851,0,2
1989824,2015-09-12 00:00:00,9831,9747,0,1
1989825,2015-09-11 00:00:00,9847,9827,2,2
1989826,2015-09-12 00:00:00,9941,9837,2,2
1989827,2015-09-12 00:00:00,10242,7819,1,3
1989828,2015-09-19 00:00:00,8121,10242,1,0
1989829,2015-09-19 00:00:00,7794,9831,1,3
1989830,2015-09-20 00:00:00,9827,9941,1,1
1989831,2015-09-19 00:00:00,7819,10249,2,1
1989832,2015-09-19 00:00:00,9747,6391,2,1
1989833,2015-09-20 00:00:00,8592,9748,1,1
1989834,2015-09-20 00:00:00,9829,8689,2,3
1989835,2015-09-19 00:00:00,9837,9847,1,1
1989836,2015-09-18 00:00:00,9851,8639,1,1
1989837,2015-09-20 00:00:00,9853,9830,2,0
1989838,2015-09-22 00:00:00,8121,9837,0,0
1989839,2015-09-23 00:00:00,6391,9851,1,1
1989840,2015-09-29 00:00:00,8639,9830,0,1
1989841,2015-09-23 00:00:00,8689,7819,2,0
1989842,2015-09-23 00:00:00,9748,7794,2,0
1989843,2015-09-24 00:00:00,10249,9829,2,3
1989844,2015-09-23 00:00:00,9831,9827,6,1
1989845,2015-09-22 00:00:00,9847,9747,3,0
1989846,2015-09-23 00:00:00,9941,8592,1,1
1989847,2015-09-23 00:00:00,10242,9853,0,1
1989848,2015-09-26 00:00:00,7794,9941,3,0
1989849,2015-09-26 00:00:00,9827,9748,3,1
1989850,2015-09-26 00:00:00,7819,6391,2,0
1989851,2015-09-27 00:00:00,9747,9829,3,3
1989852,2015-09-27 00:00:00,8592,8121,1,2
1989853,2015-09-27 00:00:00,10249,8689,2,1
1989854,2015-09-26 00:00:00,9830,9847,1,4
1989855,2015-09-25 00:00:00,9837,8639,1,0
1989856,2015-09-26 00:00:00,9851,10242,1,1
1989857,2015-09-27 00:00:00,9853,9831,1,4
1989858,2015-10-03 00:00:00,8121,7794,1,0
1989859,2015-10-04 00:00:00,7819,9853,1,0
1989860,2015-10-03 00:00:00,6391,9941,2,2
1989861,2015-10-02 00:00:00,8639,10249,2,0
1989862,2015-10-04 00:00:00,8689,9827,3,2
1989863,2015-10-03 00:00:00,9748,9837,1,0
1989864,2015-10-04 00:00:00,9829,9851,1,1
1989866,2015-10-04 00:00:00,9847,8592,2,1
1989867,2015-10-03 00:00:00,10242,9747,0,1
2118418,2015-11-04 00:00:00,9831,9830,1,2
499317,2008-08-15 00:00:00,9823,9790,2,2
499318,2008-08-16 00:00:00,8178,9789,2,3
499319,2008-08-16 00:00:00,10189,9904,3,0
499320,2008-08-16 00:00:00,8721,8722,2,1
499321,2008-08-17 00:00:00,9810,8177,0,2
499322,2008-08-16 00:00:00,9912,8697,2,2
499323,2008-08-16 00:00:00,8398,8226,0,3
499324,2008-08-17 00:00:00,9788,10269,1,3
499325,2008-08-16 00:00:00,8295,9911,1,0
499398,2008-10-29 00:00:00,9790,10269,2,0
499399,2008-10-28 00:00:00,8697,8178,0,2
499400,2008-10-29 00:00:00,8177,9904,3,0
499401,2008-10-28 00:00:00,8721,9788,3,0
499402,2008-10-29 00:00:00,9810,9823,1,2
499403,2008-10-28 00:00:00,9912,8398,1,1
499404,2008-10-29 00:00:00,8722,9789,0,1
499405,2008-10-29 00:00:00,9911,8226,1,3
499406,2008-10-28 00:00:00,8295,10189,0,3
499407,2008-11-01 00:00:00,9823,9912,3,1
499408,2008-10-31 00:00:00,8178,8721,2,0
499409,2008-11-02 00:00:00,9789,9911,1,1
499410,2008-11-01 00:00:00,10269,8722,1,3
499411,2008-11-01 00:00:00,8697,8177,5,1
499412,2008-11-01 00:00:00,8398,10189,0,2
499413,2008-11-01 00:00:00,9904,9790,3,0
499414,2008-11-02 00:00:00,9788,9810,1,2
499415,2008-11-01 00:00:00,8226,8295,4,1
499416,2008-11-08 00:00:00,9790,9789,2,1
499417,2008-11-09 00:00:00,8177,8226,1,0
499418,2008-11-09 00:00:00,10189,9823,1,2
499419,2008-11-08 00:00:00,8721,8398,3,0
499420,2008-11-09 00:00:00,9810,10269,2,2
499421,2008-11-08 00:00:00,9912,9788,0,2
